ReportingArea,MMWRYear,MMWRWeek,7dayavg_retail_rec,7dayavg_grocery,7dayavg_parks,7dayavg_transit,7dayavg_work,7dayavg_res
United States,2020,7,7,4,0,13,1,-2
United States,2020,8,8,8,4,12,6,2
United States,2020,9,9,9,8,21,6,3
United States,2020,10,10,3,15,16,-2,-2
United States,2020,11,11,-25,9,4,-24,-25
United States,2020,12,12,-42,-14,-11,-42,-40
United States,2020,13,13,-42,-14,-13,-44,-44
United States,2020,14,14,-43,-13,-15,-48,-46
United States,2020,15,15,-43,-18,-16,-45,-44
United States,2020,16,16,-39,-13,-1,-42,-42
United States,2020,17,17,-33,-9,7,-38,-40
United States,2020,18,18,-29,-1,13,-35,-37
United States,2020,19,19,-27,-4,23,-33,-35
United States,2020,20,20,-23,-2,34,-30,-33
United States,2020,21,21,-21,-1,55,-28,-33
United States,2020,22,22,-18,1,50,-26,-28
United States,2020,23,23,-14,3,72,-21,-27
United States,2020,24,24,-12,4,89,-19,-26
United States,2020,25,25,-13,3,89,-17,-27
United States,2020,26,26,-13,7,107,-19,-34
United States,2020,27,27,-13,2,87,-18,-29
United States,2020,28,28,-12,3,96,-18,-28
United States,2020,29,29,-13,1,93,-19,-28
United States,2020,30,30,-12,2,92,-18,-29
United States,2020,31,31,-11,2,94,-17,-28
United States,2020,32,32,-12,1,91,-17,-28
United States,2020,33,33,-13,-1,50,-18,-27
United States,2020,34,34,-14,-2,41,-20,-27
United States,2020,35,35,-13,-3,53,-27,-28
United States,2020,36,36,-13,-3,64,-22,-31
United States,2020,37,37,-12,-3,62,-21,-25
United States,2020,38,38,-13,-5,44,-23,-24
United States,2020,39,39,-12,-3,36,-23,-24
United States,2020,40,40,-14,-5,33,-23,-24
United States,2020,41,41,-15,-6,22,-23,-25
United States,2020,42,42,-19,-9,7,-31,-25
United States,2020,43,43,-16,-6,4,-27,-24
United States,2020,44,44,-17,-8,5,-29,-24
United States,2020,45,45,-18,-9,-8,-31,-26
United States,2020,46,46,-19,-7,-9,-30,-24
United States,2020,47,47,-24,-8,-8,-34,-38
United States,2020,48,48,-19,-8,-14,-33,-25
United States,2020,49,49,-20,-8,-16,-33,-25
United States,2020,50,50,-18,-5,-22,-32,-26
United States,2020,51,51,-24,-6,-16,-36,-40
United States,2020,52,-22,-10,-16,-37,-39,13
East North Central,2020,7,4,1,16,3,0,0
East North Central,2020,8,6,3,16,6,2,0
East North Central,2020,9,11,7,36,8,3,-1
East North Central,2020,10,4,16,37,2,0,1
East North Central,2020,11,-29,9,15,-21,-24,11
East North Central,2020,12,-48,-17,19,-39,-42,18
East North Central,2020,13,-46,-15,32,-40,-45,18
East North Central,2020,14,-44,-12,39,-41,-47,18
East North Central,2020,15,-46,-19,8,-41,-45,18
East North Central,2020,16,-39,-14,43,-37,-43,17
East North Central,2020,17,-32,-7,73,-30,-41,14
East North Central,2020,18,-28,0,65,-28,-38,14
East North Central,2020,19,-27,-4,72,-26,-35,13
East North Central,2020,20,-23,-1,84,-22,-33,12
East North Central,2020,21,-17,2,145,-17,-33,10
East North Central,2020,22,-13,4,148,-13,-26,8
East North Central,2020,23,-9,4,165,-10,-25,7
East North Central,2020,24,-6,7,194,-6,-24,6
East North Central,2020,25,-7,4,168,-6,-24,6
East North Central,2020,26,-8,9,220,-7,-33,6
East North Central,2020,27,-7,3,180,-4,-26,6
East North Central,2020,28,-7,4,195,-6,-25,6
East North Central,2020,29,-7,3,189,-6,-25,6
East North Central,2020,30,-7,3,184,-7,-25,6
East North Central,2020,31,-6,3,192,-6,-25,5
East North Central,2020,32,-7,2,182,-7,-25,5
East North Central,2020,33,-7,1,190,-7,-24,5
East North Central,2020,34,-9,0,155,-10,-23,5
East North Central,2020,35,-6,3,186,-8,-24,4
East North Central,2020,36,-10,-2,138,-13,-28,6
East North Central,2020,37,-7,-1,155,-10,-21,4
East North Central,2020,38,-8,-1,135,-13,-20,4
East North Central,2020,39,-9,0,82,-14,-21,5
East North Central,2020,40,-10,-1,124,-12,-20,4
East North Central,2020,41,-12,-3,75,-15,-22,6
East North Central,2020,42,-14,-5,52,-17,-21,7
East North Central,2020,43,-15,-3,36,-20,-21,7
East North Central,2020,44,-14,-5,76,-21,-21,7
East North Central,2020,45,-18,-6,22,-25,-23,9
East North Central,2020,46,-20,-5,19,-25,-23,9
East North Central,2020,47,-25,-6,17,-30,-37,12
East North Central,2020,48,-19,-6,8,-28,-23,10
East North Central,2020,49,-19,-5,11,-29,-22,9
East North Central,2020,50,-16,-1,2,-25,-22,9
East North Central,2020,51,-24,-4,2,-32,-39,12
East North Central,2020,52,-22,-9,-4,-33,-39,14
East South Central,2020,7,2,1,13,4,-1,1
East South Central,2020,8,9,5,18,8,2,-1
East South Central,2020,9,13,9,35,9,2,-1
East South Central,2020,10,6,15,33,5,-2,1
East South Central,2020,11,-18,13,16,-9,-18,8
East South Central,2020,12,-35,-7,22,-26,-33,13
East South Central,2020,13,-35,-4,13,-30,-37,14
East South Central,2020,14,-37,-5,12,-35,-41,15
East South Central,2020,15,-34,-11,4,-32,-39,14
East South Central,2020,16,-30,-7,14,-30,-37,14
East South Central,2020,17,-22,1,36,-22,-34,11
East South Central,2020,18,-17,7,31,-18,-31,11
East South Central,2020,19,-15,5,46,-15,-29,9
East South Central,2020,20,-12,5,59,-11,-27,8
East South Central,2020,21,-11,5,77,-10,-28,8
East South Central,2020,22,-6,8,81,-6,-22,6
East South Central,2020,23,-6,6,89,-5,-22,6
East South Central,2020,24,-4,9,102,0,-21,5
East South Central,2020,25,-6,5,86,0,-23,6
East South Central,2020,26,-7,8,100,-3,-30,6
East South Central,2020,27,-8,4,87,0,-25,6
East South Central,2020,28,-8,4,86,-1,-24,6
East South Central,2020,29,-9,2,81,-2,-24,6
East South Central,2020,30,-8,2,77,-2,-24,6
East South Central,2020,31,-5,5,98,0,-24,5
East South Central,2020,32,-8,1,77,-2,-24,5
East South Central,2020,33,-10,0,65,-5,-22,5
East South Central,2020,34,-12,-2,53,-8,-22,5
East South Central,2020,35,-7,1,64,-2,-24,4
East South Central,2020,36,-10,-1,83,-4,-27,4
East South Central,2020,37,-9,-1,75,-5,-21,3
East South Central,2020,38,-10,-3,53,-6,-19,4
East South Central,2020,39,-7,0,52,-3,-19,3
East South Central,2020,40,-10,-3,46,-4,-20,4
East South Central,2020,41,-10,-2,47,-2,-20,4
East South Central,2020,42,-12,-4,34,-6,-19,4
East South Central,2020,43,-11,-2,26,-7,-19,4
East South Central,2020,44,-10,-3,33,-8,-18,4
East South Central,2020,45,-12,-4,17,-9,-19,6
East South Central,2020,46,-14,-2,12,-7,-18,5
East South Central,2020,47,-21,-5,9,-12,-35,9
East South Central,2020,48,-14,-3,-1,-11,-19,7
East South Central,2020,49,-14,-3,3,-12,-19,6
East South Central,2020,50,-11,0,-5,-7,-19,7
East South Central,2020,51,-19,-3,-1,-15,-38,10
East South Central,2020,52,-14,-4,3,-15,-36,11
Middle Atlantic,2020,7,4,-2,17,-2,-4,1
Middle Atlantic,2020,8,4,1,17,3,3,0
Middle Atlantic,2020,9,7,6,21,2,3,-1
Middle Atlantic,2020,10,2,15,45,-7,-2,2
Middle Atlantic,2020,11,-30,5,20,-37,-30,13
Middle Atlantic,2020,12,-52,-24,-10,-58,-48,21
Middle Atlantic,2020,13,-52,-20,-14,-60,-51,22
Middle Atlantic,2020,14,-54,-13,-3,-61,-54,22
Middle Atlantic,2020,15,-57,-25,-23,-62,-52,22
Middle Atlantic,2020,16,-52,-21,0,-58,-49,21
Middle Atlantic,2020,17,-49,-17,2,-56,-48,19
Middle Atlantic,2020,18,-44,-9,16,-53,-45,18
Middle Atlantic,2020,19,-41,-11,45,-50,-42,16
Middle Atlantic,2020,20,-37,-8,50,-48,-40,16
Middle Atlantic,2020,21,-36,-8,77,-47,-40,15
Middle Atlantic,2020,22,-33,-5,69,-44,-34,13
Middle Atlantic,2020,23,-28,-2,102,-38,-32,11
Middle Atlantic,2020,24,-24,0,107,-36,-31,10
Middle Atlantic,2020,25,-22,-1,104,-33,-31,9
Middle Atlantic,2020,26,-21,2,126,-35,-36,9
Middle Atlantic,2020,27,-21,-2,88,-34,-32,10
Middle Atlantic,2020,28,-17,0,128,-32,-30,8
Middle Atlantic,2020,29,-18,-2,108,-33,-30,9
Middle Atlantic,2020,30,-16,-1,119,-31,-31,8
Middle Atlantic,2020,31,-16,-2,101,-32,-32,8
Middle Atlantic,2020,32,-16,-2,117,-31,-31,8
Middle Atlantic,2020,33,-16,-4,105,-33,-31,8
Middle Atlantic,2020,34,4,-2,17,-2,-4,1
Middle Atlantic,2020,35,-14,-2,118,-32,-30,6
Middle Atlantic,2020,36,-16,-5,94,-33,-33,8
Middle Atlantic,2020,37,-14,-4,87,-31,-27,7
Middle Atlantic,2020,38,-15,-5,77,-32,-26,7
Middle Atlantic,2020,39,-15,-3,63,-30,-26,7
Middle Atlantic,2020,40,-16,-4,69,-30,-26,7
Middle Atlantic,2020,41,-18,-6,46,-32,-27,8
Middle Atlantic,2020,42,-18,-5,47,-30,-25,8
Middle Atlantic,2020,43,-21,-7,8,-36,-26,9
Middle Atlantic,2020,44,-18,-6,45,-34,-26,9
Middle Atlantic,2020,45,-21,-8,11,-38,-27,10
Middle Atlantic,2020,46,-23,-7,3,-38,-27,10
Middle Atlantic,2020,47,-27,-9,9,-41,-38,13
Middle Atlantic,2020,48,-25,-10,-14,-42,-29,12
Middle Atlantic,2020,49,-24,-7,-2,-41,-28,11
Middle Atlantic,2020,50,-28,-9,-25,-42,-32,14
Middle Atlantic,2020,51,-28,-7,-16,-44,-40,13
Middle Atlantic,2020,52,-28,-11,-14,-45,-41,15
Mountain,2020,7,4,3,10,3,-2,1
Mountain,2020,8,7,6,15,6,3,-1
Mountain,2020,9,9,10,23,5,3,-1
Mountain,2020,10,3,17,15,0,-1,1
Mountain,2020,11,-23,11,11,-18,-25,10
Mountain,2020,12,-40,-11,0,-35,-38,15
Mountain,2020,13,-42,-13,-4,-39,-42,16
Mountain,2020,14,-40,-10,11,-40,-44,16
Mountain,2020,15,-41,-16,-4,-40,-42,16
Mountain,2020,16,-34,-10,22,-35,-40,14
Mountain,2020,17,-29,-4,39,-30,-38,12
Mountain,2020,18,-24,3,37,-26,-35,11
Mountain,2020,19,-22,1,42,-24,-33,11
Mountain,2020,20,-16,4,57,-20,-31,9
Mountain,2020,21,-15,5,91,-18,-32,9
Mountain,2020,22,-11,7,84,-14,-25,7
Mountain,2020,23,-9,6,93,-11,-25,7
Mountain,2020,24,-7,9,102,-9,-25,6
Mountain,2020,25,-7,8,127,-6,-25,6
Mountain,2020,26,-9,13,128,-5,-32,7
Mountain,2020,27,-7,9,130,-4,-27,6
Mountain,2020,28,-8,9,129,-6,-27,6
Mountain,2020,29,-8,8,132,-6,-27,6
Mountain,2020,30,-8,7,129,-5,-27,6
Mountain,2020,31,-7,8,130,-3,-27,6
Mountain,2020,32,-8,6,128,-3,-27,5
Mountain,2020,33,-9,4,75,-6,-26,6
Mountain,2020,34,-10,2,78,-9,-25,6
Mountain,2020,35,-6,6,47,-3,-26,4
Mountain,2020,36,-9,1,92,-8,-30,6
Mountain,2020,37,-9,1,93,-7,-23,5
Mountain,2020,38,-10,0,74,-10,-23,5
Mountain,2020,39,-9,1,66,-9,-23,5
Mountain,2020,40,-11,-1,61,-9,-23,5
Mountain,2020,41,-12,-2,40,-11,-24,6
Mountain,2020,42,-15,-5,19,-15,-23,7
Mountain,2020,43,-14,-4,12,-16,-23,7
Mountain,2020,44,-16,-6,13,-20,-23,7
Mountain,2020,45,-18,-8,-9,-23,-25,9
Mountain,2020,46,-19,-6,-1,-21,-25,9
Mountain,2020,47,-25,-7,-4,-26,-38,11
Mountain,2020,48,-18,-6,-8,-25,-23,9
Mountain,2020,49,-19,-6,-13,-26,-24,9
Mountain,2020,50,-15,-2,-15,-20,-23,8
Mountain,2020,51,-21,-5,-5,-26,-39,11
Mountain,2020,52,-18,-7,-7,-25,-36,12
New England,2020,7,5,-2,17,6,-6,NA
New England,2020,8,6,1,18,7,0,NA
New England,2020,9,8,5,20,7,2,NA
New England,2020,10,3,14,34,-3,-1,NA
New England,2020,11,-28,5,21,-33,-27,NA
New England,2020,12,-45,-18,16,-51,-42,NA
New England,2020,13,-48,-21,-10,-57,-46,NA
New England,2020,14,-46,-18,11,-57,-48,NA
New England,2020,15,-47,-25,0,-58,-48,NA
New England,2020,16,-41,-19,29,-54,-45,NA
New England,2020,17,-38,-16,22,-51,-43,NA
New England,2020,18,-32,-7,39,-47,-41,NA
New England,2020,19,-30,-10,65,-43,-38,NA
New England,2020,20,-23,-5,97,-37,-36,NA
New England,2020,21,-21,-5,116,-36,-36,NA
New England,2020,22,-17,-2,102,-31,-29,NA
New England,2020,23,-13,-1,133,-27,-28,NA
New England,2020,24,-9,3,174,-23,-27,NA
New England,2020,25,-9,0,162,-22,-28,NA
New England,2020,26,-9,4,169,-24,-34,NA
New England,2020,27,-6,1,179,-21,-29,NA
New England,2020,28,-6,2,183,-20,-27,NA
New England,2020,29,-6,2,196,-19,-28,NA
New England,2020,30,-5,2,200,-17,-28,NA
New England,2020,31,-4,3,184,-17,-28,NA
New England,2020,32,-5,2,200,-16,-28,NA
New England,2020,33,-6,1,124,-17,-27,NA
New England,2020,34,-6,-1,58,-22,-26,NA
New England,2020,35,-1,3,108,-21,-25,NA
New England,2020,36,-6,0,143,-20,-29,NA
New England,2020,37,-6,-1,132,-21,-23,NA
New England,2020,38,-7,-2,122,-22,-22,NA
New England,2020,39,-7,0,101,-21,-22,NA
New England,2020,40,-8,0,110,-20,-22,NA
New England,2020,41,-11,-3,73,-24,-24,NA
New England,2020,42,-13,-5,65,-26,-22,NA
New England,2020,43,-16,-5,19,-32,-23,NA
New England,2020,44,-14,-6,49,-31,-22,NA
New England,2020,45,-17,-7,28,-35,-24,NA
New England,2020,46,-19,-6,13,-36,-23,NA
New England,2020,47,-25,-10,9,-40,-37,NA
New England,2020,48,-21,-8,-4,-41,-25,NA
New England,2020,49,-19,-7,1,-39,-24,NA
New England,2020,50,-21,-7,-15,-39,-28,NA
New England,2020,51,-21,-5,-5,-39,-38,NA
New England,2020,52,-21,-10,4,-39,-38,NA
Pacific,2020,7,4,1,25,2,-4,1
Pacific,2020,8,7,4,21,5,3,-1
Pacific,2020,9,6,6,19,2,2,0
Pacific,2020,10,0,10,15,-6,-4,2
Pacific,2020,11,-25,4,19,-26,-25,10
Pacific,2020,12,-44,-17,-12,-47,-41,17
Pacific,2020,13,-45,-18,-20,-53,-45,18
Pacific,2020,14,-44,-16,-7,-53,-46,18
Pacific,2020,15,-43,-17,-6,-51,-44,17
Pacific,2020,16,-40,-15,-3,-49,-42,16
Pacific,2020,17,-35,-9,13,-44,-40,14
Pacific,2020,18,-30,-2,28,-41,-37,13
Pacific,2020,19,-30,-5,28,-40,-35,13
Pacific,2020,20,-27,-3,37,-38,-34,12
Pacific,2020,21,-25,-3,56,-36,-34,11
Pacific,2020,22,-21,-1,50,-32,-28,10
Pacific,2020,23,-19,-1,57,-30,-28,9
Pacific,2020,24,-16,0,67,-27,-28,8
Pacific,2020,25,-16,-2,79,-25,-28,8
Pacific,2020,26,-17,3,84,-28,-35,8
Pacific,2020,27,-15,-1,74,-24,-29,8
Pacific,2020,28,-15,-1,87,-25,-29,8
Pacific,2020,29,-14,-1,85,-25,-29,8
Pacific,2020,30,-15,-2,87,-25,-30,8
Pacific,2020,31,-15,-1,80,-24,-29,8
Pacific,2020,32,-17,-3,78,-26,-30,8
Pacific,2020,33,-17,-5,72,-26,-30,8
Pacific,2020,34,-18,-6,45,-29,-29,8
Pacific,2020,35,-18,-4,45,-37,-31,8
Pacific,2020,36,-21,-7,45,-31,-35,9
Pacific,2020,37,-20,-9,31,-33,-29,9
Pacific,2020,38,-20,-10,24,-34,-27,9
Pacific,2020,39,-18,-7,25,-32,-27,8
Pacific,2020,40,-20,-9,19,-34,-27,8
Pacific,2020,41,-20,-10,16,-33,-27,9
Pacific,2020,42,-20,-10,7,-34,-27,9
Pacific,2020,43,-19,-8,6,-35,-26,8
Pacific,2020,44,-21,-11,-4,-38,-27,10
Pacific,2020,45,-21,-11,-9,-39,-29,10
Pacific,2020,46,-25,-11,-13,-39,-28,11
Pacific,2020,47,-30,-11,-11,-41,-39,13
Pacific,2020,48,-24,-10,-10,-40,-28,10
Pacific,2020,49,-26,-11,-15,-42,-28,11
Pacific,2020,50,-22,-7,-16,-37,-28,10
Pacific,2020,51,-28,-9,-8,-41,-41,13
Pacific,2020,52,-26,-11,-8,-41,-40,14
South Atlantic,2020,7,2,-1,12,2,-3,1
South Atlantic,2020,8,6,1,10,5,2,-1
South Atlantic,2020,9,8,4,18,5,2,-1
South Atlantic,2020,10,3,12,37,-1,-1,1
South Atlantic,2020,11,-24,5,20,-27,-26,10
South Atlantic,2020,12,-42,-16,-7,-47,-40,16
South Atlantic,2020,13,-43,-16,-9,-50,-44,17
South Atlantic,2020,14,-44,-16,-8,-52,-47,18
South Atlantic,2020,15,-44,-21,-20,-52,-46,18
South Atlantic,2020,16,-40,-17,-6,-49,-44,17
South Atlantic,2020,17,-35,-12,3,-44,-42,15
South Atlantic,2020,18,-31,-6,1,-42,-40,15
South Atlantic,2020,19,-29,-7,30,-38,-37,13
South Atlantic,2020,20,-27,-7,20,-36,-36,13
South Atlantic,2020,21,-25,-6,43,-34,-36,13
South Atlantic,2020,22,-19,-3,52,-29,-30,10
South Atlantic,2020,23,-17,-2,66,-26,-29,9
South Atlantic,2020,24,-16,-1,63,-25,-29,9
South Atlantic,2020,25,-16,-2,67,-23,-29,8
South Atlantic,2020,26,-16,1,84,-24,-35,9
South Atlantic,2020,27,-16,-3,60,-23,-30,9
South Atlantic,2020,28,-15,-2,78,-24,-30,8
South Atlantic,2020,29,-16,-4,65,-25,-30,9
South Atlantic,2020,30,-15,-3,69,-25,-30,8
South Atlantic,2020,31,-16,-4,61,-26,-30,8
South Atlantic,2020,32,-16,-5,60,-25,-30,8
South Atlantic,2020,33,-16,-6,54,-28,-29,8
South Atlantic,2020,34,-17,-7,40,-30,-29,8
South Atlantic,2020,35,-14,-4,45,-26,-29,7
South Atlantic,2020,36,-17,-7,55,-28,-33,8
South Atlantic,2020,37,-15,-7,50,-27,-27,7
South Atlantic,2020,38,-16,-7,41,-28,-26,7
South Atlantic,2020,39,-15,-5,36,-27,-26,6
South Atlantic,2020,40,-17,-6,35,-27,-26,7
South Atlantic,2020,41,-17,-7,35,-26,-26,7
South Atlantic,2020,42,-17,-7,30,-28,-25,7
South Atlantic,2020,43,-18,-7,10,-30,-26,7
South Atlantic,2020,44,-17,-7,24,-30,-25,8
South Atlantic,2020,45,-20,-9,1,-34,-26,9
South Atlantic,2020,46,-20,-7,0,-32,-25,8
South Atlantic,2020,47,-25,-9,6,-34,-37,11
South Atlantic,2020,48,-20,-9,-14,-36,-26,9
South Atlantic,2020,49,-20,-8,-4,-36,-25,9
South Atlantic,2020,50,-21,-8,-24,-34,-27,10
South Atlantic,2020,51,-25,-9,-16,-37,-40,12
South Atlantic,2020,52,-23,-11,-13,-37,-39,13
West North Central,2020,7,5,2,15,3,0,0
West North Central,2020,8,8,6,21,6,3,-1
West North Central,2020,9,11,9,43,9,4,-2
West North Central,2020,10,4,15,25,4,0,1
West North Central,2020,11,-23,13,9,-14,-20,10
West North Central,2020,12,-40,-8,25,-28,-32,14
West North Central,2020,13,-41,-9,35,-31,-37,16
West North Central,2020,14,-40,-6,45,-33,-39,16
West North Central,2020,15,-41,-14,13,-34,-38,16
West North Central,2020,16,-33,-6,66,-27,-36,14
West North Central,2020,17,-25,1,98,-20,-34,11
West North Central,2020,18,-21,7,72,-18,-31,12
West North Central,2020,19,-20,4,79,-16,-29,11
West North Central,2020,20,-13,8,125,-10,-28,9
West North Central,2020,21,-12,7,143,-9,-30,9
West North Central,2020,22,-7,11,158,-4,-22,6
West North Central,2020,23,-5,10,173,-2,-21,6
West North Central,2020,24,-2,12,183,1,-21,5
West North Central,2020,25,-3,11,198,4,-21,5
West North Central,2020,26,-5,15,215,1,-30,5
West North Central,2020,27,-4,9,188,4,-23,5
West North Central,2020,28,-4,10,194,4,-22,5
West North Central,2020,29,-4,9,194,3,-22,5
West North Central,2020,30,-4,9,187,4,-23,5
West North Central,2020,31,-1,11,209,6,-23,4
West North Central,2020,32,0,10,195,6,-23,4
West North Central,2020,33,-2,7,173,2,-22,4
West North Central,2020,34,-3,5,120,-5,-20,4
West North Central,2020,35,-1,8,124,-4,-22,3
West North Central,2020,36,-5,3,128,-4,-26,5
West North Central,2020,37,-3,3,148,-1,-19,3
West North Central,2020,38,-5,2,118,-5,-18,4
West North Central,2020,39,-4,4,87,-4,-18,4
West North Central,2020,40,-6,2,109,-5,-18,4
West North Central,2020,41,-7,1,65,-6,-19,5
West North Central,2020,42,-12,-3,20,-12,-19,7
West North Central,2020,43,-10,-1,25,-13,-18,6
West North Central,2020,44,-10,-2,59,-14,-19,6
West North Central,2020,45,-15,-4,7,-19,-21,8
West North Central,2020,46,-15,-2,16,-17,-20,8
West North Central,2020,47,-22,-4,8,-23,-35,11
West North Central,2020,48,-13,-2,12,-20,-19,8
West North Central,2020,49,-14,-2,11,-21,-19,8
West North Central,2020,50,-10,2,1,-16,-18,7
West North Central,2020,51,-21,-2,2,-24,-37,11
West North Central,2020,52,-18,-5,-5,-25,-35,13
West South Central,2020,7,3,1,10,4,-1,0
West South Central,2020,8,11,6,20,9,0,-1
West South Central,2020,9,12,10,37,8,3,-2
West South Central,2020,10,6,16,28,4,-1,1
West South Central,2020,11,-20,10,2,-14,-21,9
West South Central,2020,12,-36,-9,14,-29,-35,14
West South Central,2020,13,-37,-9,1,-34,-39,15
West South Central,2020,14,-37,-7,7,-36,-41,15
West South Central,2020,15,-34,-11,-3,-33,-38,15
West South Central,2020,16,-29,-7,9,-31,-37,14
West South Central,2020,17,-22,1,36,-24,-34,11
West South Central,2020,18,-17,6,27,-21,-31,11
West South Central,2020,19,-17,3,24,-21,-29,10
West South Central,2020,20,-11,5,56,-14,-27,8
West South Central,2020,21,-12,3,54,-15,-28,9
West South Central,2020,22,-7,7,64,-10,-23,7
West South Central,2020,23,-8,4,67,-10,-23,7
West South Central,2020,24,-7,6,74,-8,-23,6
West South Central,2020,25,-11,2,56,-9,-25,7
West South Central,2020,26,-11,5,68,-11,-32,7
West South Central,2020,27,-11,1,54,-9,-27,8
West South Central,2020,28,-11,1,53,-10,-26,7
West South Central,2020,29,-12,0,54,-11,-26,7
West South Central,2020,30,-11,-1,40,-11,-27,7
West South Central,2020,31,-9,1,62,-9,-26,6
West South Central,2020,32,-11,-1,46,-10,-26,6
West South Central,2020,33,-11,-2,43,-11,-25,6
West South Central,2020,34,-14,-4,32,-13,-26,6
West South Central,2020,35,-9,-1,32,-9,-26,5
West South Central,2020,36,-13,-4,41,-12,-29,5
West South Central,2020,37,-11,-4,50,-11,-22,4
West South Central,2020,38,-13,-5,30,-13,-21,5
West South Central,2020,39,-10,-1,31,-10,-21,4
West South Central,2020,40,-13,-4,30,-10,-22,5
West South Central,2020,41,-12,-4,30,-8,-22,5
West South Central,2020,42,-13,-5,21,-10,-20,5
West South Central,2020,43,-13,-4,1,-14,-22,5
West South Central,2020,44,-11,-4,23,-12,-20,5
West South Central,2020,45,-13,-5,6,-14,-21,6
West South Central,2020,46,-15,-4,1,-12,-20,6
West South Central,2020,47,-22,-7,-2,-17,-37,10
West South Central,2020,48,-14,-5,-10,-16,-20,7
West South Central,2020,49,-15,-5,-6,-17,-20,7
West South Central,2020,50,-12,-2,-14,-12,-20,7
West South Central,2020,51,-18,-4,-2,-19,-38,10
West South Central,2020,52,-17,-7,-18,-21,-36,12
Alabama,2020,7,1,-1,10,5,-1,1
Alabama,2020,8,8,9,4,20,10,1
Alabama,2020,9,9,11,7,24,9,3
Alabama,2020,10,10,9,15,38,9,2
Alabama,2020,11,11,-15,15,19,-5,-16
Alabama,2020,12,12,-34,-4,14,-23,-31
Alabama,2020,13,13,-36,-3,4,-30,-36
Alabama,2020,14,14,-40,-9,-2,-35,-40
Alabama,2020,15,15,-35,-11,-2,-33,-38
Alabama,2020,16,16,-31,-9,-2,-31,-36
Alabama,2020,17,17,-24,-1,20,-23,-34
Alabama,2020,18,18,-18,7,28,-16,-30
Alabama,2020,19,19,-14,6,41,-12,-27
Alabama,2020,20,20,-12,4,38,-10,-26
Alabama,2020,21,21,-13,3,48,-9,-29
Alabama,2020,22,22,-8,6,48,-4,-22
Alabama,2020,23,23,-9,3,47,-4,-21
Alabama,2020,24,24,-6,6,70,2,-21
Alabama,2020,25,25,-9,3,44,1,-22
Alabama,2020,26,26,-8,6,55,0,-29
Alabama,2020,27,27,-12,1,49,1,-27
Alabama,2020,28,28,-10,2,46,0,-24
Alabama,2020,29,29,-11,0,44,-1,-24
Alabama,2020,30,30,-10,0,44,-2,-24
Alabama,2020,31,31,-8,3,52,-1,-24
Alabama,2020,32,32,-10,-1,40,-3,-24
Alabama,2020,33,33,-11,-2,38,-4,-23
Alabama,2020,34,34,-14,-5,26,-9,-22
Alabama,2020,35,35,-9,1,39,0,-24
Alabama,2020,36,36,-12,-3,48,-6,-28
Alabama,2020,37,37,-15,-5,28,-11,-24
Alabama,2020,38,38,-12,-6,21,-9,-20
Alabama,2020,39,39,-10,-3,23,-8,-19
Alabama,2020,40,40,-13,-5,13,-10,-20
Alabama,2020,41,41,-12,-4,27,-6,-20
Alabama,2020,42,42,-13,-5,18,-9,-19
Alabama,2020,43,43,-12,-3,12,-11,-20
Alabama,2020,44,44,-10,-4,14,-12,-18
Alabama,2020,45,45,-13,-5,8,-13,-19
Alabama,2020,46,46,-13,-3,5,-9,-17
Alabama,2020,47,47,-21,-5,-2,-13,-35
Alabama,2020,48,48,-13,-4,-8,-13,-18
Alabama,2020,49,49,-13,-4,-6,-15,-18
Alabama,2020,50,50,-12,-1,-13,-11,-19
Alabama,2020,51,51,-18,-2,-10,-14,-38
Alabama,2020,52,52,-15,-5,-4,-16,-36
Alaska,2020,7,4,1,9,2,-3,1
Alaska,2020,8,8,11,5,15,7,4
Alaska,2020,9,9,11,8,14,9,3
Alaska,2020,10,10,8,14,26,4,-5
Alaska,2020,11,11,-19,8,19,-13,-17
Alaska,2020,12,12,-39,-11,22,-39,-34
Alaska,2020,13,13,-42,-13,9,-47,-39
Alaska,2020,14,14,-39,-11,17,-48,-39
Alaska,2020,15,15,-34,-12,15,-46,-37
Alaska,2020,16,16,-27,-8,30,-42,-34
Alaska,2020,17,17,-16,2,69,-34,-31
Alaska,2020,18,18,-10,9,85,-30,-28
Alaska,2020,19,19,-5,9,115,-27,-25
Alaska,2020,20,20,-2,11,108,-23,-24
Alaska,2020,21,21,-1,10,130,-21,-25
Alaska,2020,22,22,5,15,123,-12,-19
Alaska,2020,23,23,6,14,154,-3,-18
Alaska,2020,24,24,8,15,153,-3,-19
Alaska,2020,25,25,7,13,153,1,-20
Alaska,2020,26,26,8,21,193,-2,-28
Alaska,2020,27,27,10,16,155,6,-22
Alaska,2020,28,28,11,16,177,8,-21
Alaska,2020,29,29,10,15,163,6,-21
Alaska,2020,30,30,11,16,178,7,-21
Alaska,2020,31,31,7,15,160,7,-21
Alaska,2020,32,32,5,12,164,4,-22
Alaska,2020,33,33,5,10,169,9,-20
Alaska,2020,34,34,1,6,37,-5,-19
Alaska,2020,35,35,7,10,NA,NA,-20
Alaska,2020,36,36,-1,5,144,2,-25
Alaska,2020,37,37,-1,3,101,-7,-18
Alaska,2020,38,38,-3,-1,72,-12,-17
Alaska,2020,39,39,-1,1,53,-13,-17
Alaska,2020,40,40,-5,-2,51,-19,-18
Alaska,2020,41,41,-7,-3,36,-18,-19
